"class","age","sex","survived"
"third","adult","male",TRUE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","male",FALSE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
"third","adult","female",TRUE
